Index,Description
555,This is a T2 weighted image of a brain with a tumor.
556,This is a T1 weighted image of a brain with a tumor.
557,This is a T2 weighted image of a brain with glioma tumor.
558,This is a T2 weighted image of a brain with a glioma tumor.
559,This is a T2 weighted image of a brain with a meningioma tumor.
560,This is a T2 weighted image of a brain with a glioma tumor.
561,This is a T2 weighted image of a brain with a glioma tumor.
562,This is a T2 weighted image of a brain with a glioma tumor.
563,This is a T2 weighted image of a brain with a glioma tumor.
564,This is a T2 weighted image of a brain with a glioma tumor.
565,This is a T2 weighted image of a brain with a meningioma tumor.
566,This is a T2 weighted image of a brain with a tumor.
567,This is a T2 weighted image of a brain with a tumor.
568,This is a T2 weighted image of a brain with a meningioma tumor.
569,This is a T2 weighted image of a brain with a glioma tumor.
570,This is a T2 weighted image of a brain with a glioma tumor.
571,This is a T2 weighted image of a brain with a meningioma tumor.
572,This is a T2 weighted image of a brain with a tumor.
573,This is a T2 weighted image of a brain with a tumor.
574,This is a T2 weighted image of a brain with a meningioma tumor.
575,This is a T2 weighted image of a brain with a meningioma tumor.
576,This is a T2 weighted image of a brain with a glioma tumor.
577,This is a T2 weighted image of a brain with a glioma tumor.
578,This is a T2 weighted image of a brain with a tumor.
579,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
580,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
581,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
582,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
583,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
584,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
585,This is a T2 weighted image of a brain with a glioma tumor.
586,This is a T2 weighted image of a brain with a tumor.
587,This is a T2 weighted image of a brain with a glioma tumor.
588,This is a T2 weighted image of a brain with a meningioma tumor.
589,This is a T1 weighted image of a brain with a tumor.
590,This is a T2 weighted image of a brain with a meningioma tumor.
591,This is a T2 weighted image of a brain with a meningioma tumor.
592,This is a T2 weighted image of a brain with a glioma tumor.
593,This is a T2 weighted image of a brain with a tumor.
594,This is a T2 weighted image of a brain with a glioblastoma multiforme tumor.
595,This is a T2 weighted image of a brain with a glioma tumor.
596,This is a T2 weighted image of a brain with a glioma tumor.
597,This is a T2 weighted image of a brain with a tumor.
598,This is a T2 weighted image of a brain with a tumor.
599,This is a T2 weighted image of a brain with a tumor.
600,This is a T2 weighted image of a brain with a tumor.
601,This is a T2 weighted image of a brain with a glioma tumor.
602,This is a T2 weighted image of a brain with a glioma tumor.
603,This is a T2 weighted image of a brain with a glioma tumor.
604,This is a T2 weighted image of a brain with a glioma tumor.
605,This is a T2 weighted image of a brain with a glioma tumor.
606,This is a T2 weighted image of a brain with a tumor.
607,This is a T2 weighted image of a brain with a tumor.
608,This is a T2 weighted image of a brain with a glioma tumor.
609,This is a T2 weighted image of a brain with a meningioma tumor.
610,This is a T2 weighted image of a brain with a meningioma tumor.
611,This is a T2 weighted image of a brain with a tumor.
612,This is a T2 weighted image of a brain with a tumor.
613,This is a T2 weighted image of a brain with a glioma tumor.
614,This is a T2 weighted image of a brain with a glioma tumor.
615,This is a T2 weighted image of a brain with a glioblastoma tumor.
616,This is a T2 weighted image of a brain with a glioma tumor.
617,This is a T2 weighted image of a brain with a tumor.
618,This is a T2 weighted image of a brain with a glioma tumor.
619,This is a T2 weighted image of a brain with a tumor.
620,This is a T2 weighted image of a brain with a tumor.
621,This is a T2 weighted image of a brain with a tumor.
622,This is a T2 weighted image of a brain with a tumor.
623,This is a T2 weighted image of a brain with a tumor.
624,This is a T2 weighted image of a brain with a tumor.
625,This is a T2 weighted image of a brain with a glioma tumor.
626,This is a T2 weighted image of a brain with a cystic lesion.
627,This is a T2 weighted image of a brain with a tumor.
628,This is a T2 weighted image of a brain with a cystic lesion.
629,This is a T2 weighted image of a brain with a tumor.
630,This is a T2 weighted image of a brain with a tumor.
631,This is a T2 weighted image of a brain with a cystic tumor.
632,This is a T2 weighted image of a brain with a cystic tumor.
633,This is a T2 weighted image of a brain with a tumor.
634,This is a T2 weighted image of a brain with a glioma tumor.
635,This is a T2 weighted image of a brain with a glioma tumor.
636,This is a T2 weighted image of a brain with a glioma tumor.
637,This is a T2 weighted image of a brain with a cystic lesion.
638,This is a T1 weighted image of a brain with a glioma tumor.
639,This is a T1 weighted image of a brain with a glioblastoma multiforme tumor.
640,This is a T1 weighted image of a brain with a glioblastoma multiforme tumor.
641,This is a T1 weighted image of a brain with a glioblastoma multiforme tumor.
642,This is a T2 weighted image of a brain with a glioma tumor.
643,This is a T2 weighted image of a brain with a tumor.
644,This is a T1 weighted image of a brain with a tumor.
645,This is a T2 weighted image of a brain with a glioma tumor.
646,This is a T1 weighted image of a brain with a meningioma tumor.
647,This is a T1 weighted image of a brain with a glioma tumor.
648,This is a T1 weighted image of a brain with a glioma tumor.
649,This is a T2 weighted image of a brain with a glioma tumor.
650,This is a T2 weighted image of a brain with a tumor.
651,This is a T2 weighted image of a brain with a meningioma tumor.
652,This is a T2 weighted image of a brain with a glioma tumor.
653,This is a T2 weighted image of a brain with a glioma tumor.
654,This is a T1 weighted image of a brain with a glioma tumor.
655,This is a T2 weighted image of a brain with a tumor.
656,This is a T2 weighted image of a brain with a tumor.
657,This is a T2 weighted image of a brain with a tumor.
658,This is a T2 weighted image of a brain with a glioblastoma multiforme tumor.
659,This is a T2 weighted image of a brain with a glioma tumor.
660,This is a T2 weighted image of a brain with a cystic tumor.
661,This is a T2 weighted image of a brain with a cystic tumor.
662,This is a T2 weighted image of a brain with a cystic tumor.
663,This is a T2 weighted image of a brain with a cystic tumor.
664,This is a T1 weighted image of a brain with a tumor.
665,This is a T2 weighted image of a brain with a cystic tumor.
666,This is a T2 weighted image of a brain with a glioma tumor.
667,This is a T1 weighted image of a brain with a tumor.
668,This is a T2 weighted image of a brain with a glioma tumor.
669,This is a T2 weighted image of a brain with a glioma tumor.
670,This is a T2 weighted image of a brain with a glioblastoma multiforme tumor.
671,This is a T2 weighted image of a brain with a glioma tumor.
672,This is a T2 weighted image of a brain with a glioma tumor.
673,This is a T2 weighted image of a brain with a cystic lesion.
674,This is a T1 weighted image of a brain with a meningioma tumor.
675,This is a T2 weighted image of a brain with a cystic tumor.
676,This is a T1 weighted image of a brain with a cystic tumor.
677,This is a T1 weighted image of a brain with a tumor.
678,This is a T2 weighted image of a brain with a tumor.
679,This is a T1 weighted image of a brain with a tumor.
680,This is a T2 weighted image of a brain with a tumor.
681,This is a T2 weighted image of a brain with a meningioma tumor.
682,This is a T2 weighted image of a brain with a meningioma tumor.
683,This is a T2 weighted image of a brain with a meningioma tumor.
684,This is a T2 weighted image of a brain with a glioma tumor.
685,This is a T1 weighted image of a brain with a glioma tumor.
686,This is a T2 weighted image of a brain with a tumor.
687,This is a T2 weighted image of a brain with a glioma tumor.
688,This is a T2 weighted image of a brain with a glioma tumor.
689,This is a T1 weighted image of a brain with a tumor.
690,This is a T2 weighted image of a brain with a tumor.
691,This is a T2 weighted image of a brain with a meningioma tumor.
692,This is a T1 weighted image of a brain with a tumor.
693,This is a T1 weighted image of a brain with a tumor.
694,This is a T2 weighted image of a brain with a pituitary tumor.
695,This is a T2 weighted image of a brain with a tumor.
696,This is a T2 weighted image of a brain with a cystic tumor.
697,This is a T2 weighted image of a brain with a tumor.
698,This is a T2 weighted image of a brain with a glioma tumor.
699,This is a T2 weighted image of a brain with a meningioma tumor.
700,This is a T1 weighted image of a brain with a tumor.
701,This is a T2 weighted image of a brain with a tumor.
702,This is a T2 weighted image of a brain with a tumor.
703,This is a T2 weighted image of a brain with a tumor.
704,This is a T2 weighted image of a brain with a meningioma tumor.
705,This is a T2 weighted image of a brain with a glioma tumor.
706,This is a T2 weighted image of a brain with a glioma tumor.
707,This is a T2 weighted image of a brain with a glioma tumor.
708,This is a T2 weighted image of a brain with a cystic lesion.
709,This is a T2 weighted image of a brain with a meningioma tumor.
